position,RB
minutes,-0.0549
passes_completed,0.1165
passes,0.5542
dribbles_completed,-0.3943
dribbles,-0.4653
passes_completed_short,-0.4434
passes_short,-0.5137
passes_completed_medium,0.3933
passes_medium,0.5846
passes_completed_long,0.493
passes_long,1.5788
passes_total_distance,0.3484
passes_free_kicks,1.491
through_balls,-0.632
passes_pressure,-0.3386
passes_switches,-0.0003
crosses,0.0842
corner_kicks,-0.3319
passes_intercepted,0.2229
passes_blocked,0.8121
dispossessed,-0.7449
goals,-0.3847
assists,1.1263
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.8355
shots_on_target,-0.5935
sca,-0.7663
gca,0.5691
xg,-0.7208
crosses_into_penalty_area,-0.2227
passes_into_final_third,0.0057
passes_into_penalty_area,-0.1973
progressive_passes,0.6722
carry_progressive_distance,-0.5193
assisted_shots,-0.5455
fouled,0.1735
pens_won,-0.2935
tackles,1.8125
interceptions,1.5791
blocks,1.4623
tackles_won,1.578
dribble_tackles,2.1656
dribbles_vs,0.8101
pressures,-0.8167
pressure_regains,-0.2142
clearances,1.1221
errors,-0.3758
aerials_won,-0.1841
aerials_lost,-0.221
ball_recoveries,1.9337
pens_conceded,-0.3182
fouls,-0.4154
cards_yellow_red,-0.1906
