position,AM
minutes,-0.7302
passes_completed,-0.7248
passes,-0.8385
dribbles_completed,0.3887
dribbles,0.8805
passes_completed_short,-0.7354
passes_short,-0.6067
passes_completed_medium,-0.5368
passes_medium,-0.6476
passes_completed_long,-0.4678
passes_long,-0.6527
passes_total_distance,-0.6898
passes_free_kicks,-1.0216
through_balls,-0.632
passes_pressure,1.8381
passes_switches,-0.9414
crosses,-0.7869
corner_kicks,-0.1552
passes_intercepted,-0.3708
passes_blocked,-0.939
dispossessed,1.2166
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,3.9299
shots_total,1.7894
shots_on_target,0.5256
sca,0.5503
gca,1.8108
xg,1.9943
crosses_into_penalty_area,-0.8504
passes_into_final_third,-0.3305
passes_into_penalty_area,0.6757
progressive_passes,-0.4322
carry_progressive_distance,-0.0216
assisted_shots,-0.4845
fouled,0.3342
pens_won,4.7181
tackles,-0.9678
interceptions,-0.753
blocks,1.3042
tackles_won,-0.7269
dribble_tackles,-0.8776
dribbles_vs,-0.2324
pressures,0.4588
pressure_regains,0.4359
clearances,-0.8879
errors,-0.3758
aerials_won,-0.2859
aerials_lost,0.649
ball_recoveries,-0.9546
pens_conceded,-0.3182
fouls,0.3519
cards_yellow_red,-0.1906
