position,LM
minutes,-0.4086
passes_completed,-0.4949
passes,-0.5066
dribbles_completed,0.0947
dribbles,0.0046
passes_completed_short,-0.3985
passes_short,-0.3922
passes_completed_medium,-0.5043
passes_medium,-0.4905
passes_completed_long,-0.5018
passes_long,-0.5277
passes_total_distance,-0.522
passes_free_kicks,-0.3392
through_balls,0.1405
passes_pressure,-0.4018
passes_switches,-0.5617
crosses,-0.1878
corner_kicks,-0.0787
passes_intercepted,0.0207
passes_blocked,-0.0993
dispossessed,-0.1744
goals,-0.2085
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.2299
shots_on_target,-0.2682
sca,0.1774
gca,-0.1042
xg,-0.2338
crosses_into_penalty_area,-0.2735
passes_into_final_third,-0.3068
passes_into_penalty_area,0.0199
progressive_passes,-0.166
carry_progressive_distance,-0.2776
assisted_shots,0.0965
fouled,0.1944
pens_won,0.7686
tackles,-0.4935
interceptions,-0.6604
blocks,-0.5949
tackles_won,-0.484
dribble_tackles,-0.5873
dribbles_vs,-0.639
pressures,-0.2521
pressure_regains,-0.332
clearances,-0.6002
errors,0.2502
aerials_won,-0.6032
aerials_lost,-0.4284
ball_recoveries,-0.5413
pens_conceded,-0.4889
fouls,-0.3539
cards_yellow_red,-0.3235
