position,WB
minutes,0.0893
passes_completed,0.3328
passes,0.5792
dribbles_completed,0.6229
dribbles,0.296
passes_completed_short,0.5533
passes_short,0.6892
passes_completed_medium,0.2341
passes_medium,0.4862
passes_completed_long,-0.1292
passes_long,0.0291
passes_total_distance,0.1768
passes_free_kicks,-0.8402
through_balls,-0.2686
passes_pressure,0.2779
passes_switches,-0.186
crosses,2.2898
corner_kicks,-0.5078
passes_intercepted,-0.0543
passes_blocked,1.8025
dispossessed,-0.7181
goals,0.1578
assists,1.2845
pens_made,-0.2418
pens_att,-0.271
shots_total,0.235
shots_on_target,0.1026
sca,0.6922
gca,1.4991
xg,-0.0435
crosses_into_penalty_area,1.3258
passes_into_final_third,-0.7774
passes_into_penalty_area,0.7773
progressive_passes,0.2755
carry_progressive_distance,0.9848
assisted_shots,0.2986
fouled,0.2057
pens_won,3.3539
tackles,-0.0871
interceptions,-0.3504
blocks,-0.0129
tackles_won,-0.4011
dribble_tackles,0.5993
dribbles_vs,-0.3442
pressures,-0.8884
pressure_regains,-0.6721
clearances,-0.1815
errors,-0.3758
aerials_won,-0.053
aerials_lost,-0.0488
ball_recoveries,0.4609
pens_conceded,-0.3182
fouls,-0.3003
cards_yellow_red,-0.1906
