position,AM
minutes,319.0
passes_completed,0.3007
passes,0.3475
dribbles_completed,0.0015
dribbles,-0.1205
passes_completed_short,0.7806
passes_short,0.6816
passes_completed_medium,-0.1026
passes_medium,0.1375
passes_completed_long,0.1951
passes_long,-0.0423
passes_total_distance,0.2273
passes_free_kicks,1.9741
through_balls,5.3663
passes_pressure,0.6644
passes_switches,-0.1859
crosses,0.0276
corner_kicks,1.8537
passes_intercepted,0.7877
passes_blocked,-0.2179
dispossessed,-0.4571
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.4419
shots_on_target,0.3542
sca,1.9824
gca,0.2449
xg,-0.6884
crosses_into_penalty_area,-0.8508
passes_into_final_third,0.7946
passes_into_penalty_area,0.8983
progressive_passes,0.835
carry_progressive_distance,-0.9697
assisted_shots,1.0357
fouled,1.3847
pens_won,-0.2937
tackles,-1.6353
interceptions,0.7223
blocks,-1.0207
tackles_won,-1.343
dribble_tackles,-1.4379
dribbles_vs,0.0177
pressures,-0.144
pressure_regains,-0.1166
clearances,-0.8456
errors,-0.376
aerials_won,-1.1372
aerials_lost,-0.1552
ball_recoveries,-0.6967
pens_conceded,-0.3183
fouls,-0.6741
cards_yellow_red,-0.1907
