position,RB
minutes,425.0
passes_completed,1.1643
passes,1.4117
dribbles_completed,0.1581
dribbles,0.5975
passes_completed_short,1.6146
passes_short,1.5741
passes_completed_medium,1.1291
passes_medium,1.3263
passes_completed_long,-0.3898
passes_long,0.0488
passes_total_distance,0.8316
passes_free_kicks,1.2268
through_balls,-0.6322
passes_pressure,-0.2767
passes_switches,-0.2606
crosses,3.056
corner_kicks,-0.1546
passes_intercepted,1.1207
passes_blocked,3.0807
dispossessed,0.023
goals,-0.724
assists,0.9267
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.8885
shots_on_target,-1.029
sca,0.5541
gca,-0.0682
xg,-0.8911
crosses_into_penalty_area,4.3926
passes_into_final_third,0.3205
passes_into_penalty_area,1.6728
progressive_passes,0.5205
carry_progressive_distance,0.3048
assisted_shots,1.3417
fouled,0.3376
pens_won,-0.2937
tackles,0.2868
interceptions,0.1337
blocks,1.3109
tackles_won,0.0153
dribble_tackles,0.8053
dribbles_vs,-0.4787
pressures,-0.6634
pressure_regains,-1.0875
clearances,0.0047
errors,-0.376
aerials_won,-0.7109
aerials_lost,-0.4477
ball_recoveries,-0.5664
pens_conceded,-0.3183
fouls,-0.33
cards_yellow_red,-0.1907
