position,CM
minutes,355.0
passes_completed,0.3997
passes,0.1899
dribbles_completed,1.2725
dribbles,0.45
passes_completed_short,0.4047
passes_short,0.3725
passes_completed_medium,0.1802
passes_medium,0.1024
passes_completed_long,0.3857
passes_long,-0.2242
passes_total_distance,0.3532
passes_free_kicks,-0.7229
through_balls,-0.6322
passes_pressure,-0.8837
passes_switches,-0.3085
crosses,-1.1359
corner_kicks,-0.5567
passes_intercepted,0.5194
passes_blocked,-0.7551
dispossessed,-0.2673
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-1.3358
shots_on_target,-1.029
sca,0.3776
gca,-1.0103
xg,-0.8911
crosses_into_penalty_area,-0.8508
passes_into_final_third,0.7044
passes_into_penalty_area,-0.9115
progressive_passes,0.054
carry_progressive_distance,-1.0512
assisted_shots,-0.3033
fouled,-1.666
pens_won,-0.2937
tackles,0.4316
interceptions,1.5433
blocks,1.2358
tackles_won,1.2671
dribble_tackles,-0.0951
dribbles_vs,0.4121
pressures,0.4567
pressure_regains,0.2674
clearances,0.6638
errors,-0.376
aerials_won,-0.3717
aerials_lost,-0.2742
ball_recoveries,0.736
pens_conceded,-0.3183
fouls,1.6507
cards_yellow_red,-0.1907
