position,GK
passes_completed,-0.5787
passes,-0.4642
dribbles_completed,-1.1537
dribbles,-1.1289
passes_completed_short,-1.7
passes_short,-1.8863
passes_completed_medium,-0.4104
passes_medium,-0.7222
passes_completed_long,2.0354
passes_long,2.5606
passes_total_distance,0.6423
passes_free_kicks,2.5331
through_balls,-0.7252
passes_pressure,-1.8421
passes_switches,0.235
crosses,-1.0101
corner_kicks,-0.4808
passes_intercepted,-1.5422
passes_blocked,-1.571
dispossessed,-1.2521
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.2046
shots_on_target,-0.9871
sca,-1.4666
gca,-1.0626
xg,-0.8489
crosses_into_penalty_area,-0.8365
passes_into_final_third,-1.3271
passes_into_penalty_area,-1.219
progressive_passes,-1.76
carry_progressive_distance,-1.1569
assisted_shots,-1.2696
fouled,-1.3042
pens_won,-0.3695
tackles,-1.803
interceptions,-1.5673
blocks,-2.0663
tackles_won,-1.75
dribble_tackles,-1.4707
dribbles_vs,-1.7422
pressures,-2.115
pressure_regains,-2.2637
clearances,-1.0111
errors,0.1658
aerials_won,-1.1308
aerials_lost,-1.241
ball_recoveries,-1.0462
pens_conceded,-0.1373
fouls,-1.8519
cards_yellow_red,-0.2618
