position,CM
passes_completed,1.2002
passes,0.9857
dribbles_completed,-0.4958
dribbles,-0.426
passes_completed_short,1.1029
passes_short,1.037
passes_completed_medium,1.3803
passes_medium,1.3603
passes_completed_long,0.0119
passes_long,-0.458
passes_total_distance,0.9393
passes_free_kicks,-0.4892
through_balls,-0.632
passes_pressure,1.6542
passes_switches,-0.6691
crosses,-0.5772
corner_kicks,-0.2352
passes_intercepted,-0.0058
passes_blocked,-0.3824
dispossessed,-0.0099
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,0.0945
shots_on_target,-0.1989
sca,0.518
gca,-0.508
xg,-0.2423
crosses_into_penalty_area,-0.8504
passes_into_final_third,1.2094
passes_into_penalty_area,0.1041
progressive_passes,0.401
carry_progressive_distance,0.4278
assisted_shots,0.2253
fouled,-0.2929
pens_won,-0.2935
tackles,-0.0988
interceptions,0.9581
blocks,-0.0446
tackles_won,-0.2573
dribble_tackles,-1.1385
dribbles_vs,-0.7779
pressures,0.5442
pressure_regains,0.5131
clearances,-0.5396
errors,-0.3758
aerials_won,-0.6825
aerials_lost,-0.7412
ball_recoveries,-0.5317
pens_conceded,-0.3182
fouls,0.3313
cards_yellow_red,-0.1906
