position,RW
passes_completed,-1.429
passes,-1.334
dribbles_completed,-0.2136
dribbles,0.2078
passes_completed_short,-0.9573
passes_short,-0.7941
passes_completed_medium,-1.5337
passes_medium,-1.4278
passes_completed_long,-1.0869
passes_long,-1.3603
passes_total_distance,-1.4537
passes_free_kicks,-0.8382
through_balls,-0.632
passes_pressure,0.5964
passes_switches,-1.0611
crosses,-0.6225
corner_kicks,-0.5565
passes_intercepted,-0.0345
passes_blocked,1.767
dispossessed,2.1051
goals,0.1675
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,0.3069
shots_on_target,0.4961
sca,-0.2907
gca,-0.3182
xg,0.003
crosses_into_penalty_area,-0.3004
passes_into_final_third,-1.5307
passes_into_penalty_area,-0.5779
progressive_passes,-1.36
carry_progressive_distance,-0.4884
assisted_shots,-0.7251
fouled,3.3784
pens_won,-0.2935
tackles,0.4243
interceptions,-0.6615
blocks,-0.6392
tackles_won,0.0678
dribble_tackles,-0.202
dribbles_vs,0.5877
pressures,2.4263
pressure_regains,2.3116
clearances,-0.6406
errors,-0.3758
aerials_won,0.8979
aerials_lost,0.773
ball_recoveries,-0.6907
pens_conceded,-0.3182
fouls,1.2297
cards_yellow_red,-0.1906
