position,GK
passes_completed,-1.4447
passes,-0.9893
dribbles_completed,-1.1217
dribbles,-1.1169
passes_completed_short,-1.9157
passes_short,-2.0875
passes_completed_medium,-1.2785
passes_medium,-1.5513
passes_completed_long,0.6995
passes_long,2.5983
passes_total_distance,-0.472
passes_free_kicks,1.6118
through_balls,-0.7252
passes_pressure,-2.0552
passes_switches,-1.1309
crosses,-1.0101
corner_kicks,-0.4808
passes_intercepted,-1.5984
passes_blocked,-1.6399
dispossessed,-1.2521
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.2046
shots_on_target,-0.9871
sca,-1.4157
gca,-1.0626
xg,-0.8489
crosses_into_penalty_area,-0.8365
passes_into_final_third,-1.3918
passes_into_penalty_area,-1.219
progressive_passes,-1.7784
carry_progressive_distance,-1.3783
assisted_shots,-1.2427
fouled,-1.342
pens_won,-0.3695
tackles,-1.803
interceptions,-1.5882
blocks,-2.125
tackles_won,-1.75
dribble_tackles,-1.4707
dribbles_vs,-1.7374
pressures,-2.1153
pressure_regains,-2.2692
clearances,-1.0323
errors,0.0958
aerials_won,-1.1308
aerials_lost,-1.241
ball_recoveries,-1.3719
pens_conceded,-0.4415
fouls,-1.8668
cards_yellow_red,-0.2618
