position,WB
passes_completed,0.1478
passes,0.4584
dribbles_completed,-0.1557
dribbles,-0.2215
passes_completed_short,0.4447
passes_short,0.4164
passes_completed_medium,-0.1221
passes_medium,0.1801
passes_completed_long,0.0408
passes_long,0.4662
passes_total_distance,0.022
passes_free_kicks,-0.7669
through_balls,-0.2741
passes_pressure,0.6278
passes_switches,0.1654
crosses,1.7879
corner_kicks,-0.4808
passes_intercepted,1.2374
passes_blocked,0.162
dispossessed,-0.5104
goals,-0.2875
assists,-0.1114
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.2757
shots_on_target,-0.3312
sca,-0.0991
gca,-0.1774
xg,-0.4977
crosses_into_penalty_area,2.0666
passes_into_final_third,0.6104
passes_into_penalty_area,1.2115
progressive_passes,0.9099
carry_progressive_distance,-0.302
assisted_shots,-0.2404
fouled,-1.3768
pens_won,-0.3695
tackles,0.7445
interceptions,1.4087
blocks,0.8213
tackles_won,0.1431
dribble_tackles,1.039
dribbles_vs,0.7816
pressures,0.0876
pressure_regains,0.11
clearances,0.5236
errors,-0.5457
aerials_won,-0.5531
aerials_lost,-0.8201
ball_recoveries,0.867
pens_conceded,-0.4415
fouls,-0.68
cards_yellow_red,-0.2618
