position,LB
minutes,450.0
passes_completed,0.9476
passes,0.9578
dribbles_completed,-1.2424
dribbles,-1.1316
passes_completed_short,1.421
passes_short,1.4317
passes_completed_medium,0.9862
passes_medium,1.0418
passes_completed_long,-0.8146
passes_long,-0.6661
passes_total_distance,0.4765
passes_free_kicks,0.6299
through_balls,-0.6322
passes_pressure,1.3213
passes_switches,-0.9663
crosses,-0.1462
corner_kicks,-0.5567
passes_intercepted,0.4864
passes_blocked,0.1783
dispossessed,-1.415
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-1.1246
shots_on_target,-1.029
sca,-1.1919
gca,-1.0103
xg,-0.7474
crosses_into_penalty_area,-0.1433
passes_into_final_third,-0.4007
passes_into_penalty_area,-0.0568
progressive_passes,-0.392
carry_progressive_distance,-0.3972
assisted_shots,-1.1084
fouled,-0.3144
pens_won,-0.2937
tackles,0.3982
interceptions,0.4535
blocks,1.4219
tackles_won,-0.4374
dribble_tackles,0.1511
dribbles_vs,-0.7969
pressures,-0.2672
pressure_regains,-0.0063
clearances,1.2728
errors,-0.376
aerials_won,1.0772
aerials_lost,-0.4966
ball_recoveries,0.5391
pens_conceded,-0.3183
fouls,-0.7492
cards_yellow_red,-0.1907
