position,LW
minutes,1097.0
passes_completed,-0.5008
passes,-0.4672
dribbles_completed,-0.6998
dribbles,-0.2113
passes_completed_short,0.0785
passes_short,0.1988
passes_completed_medium,-0.6791
passes_medium,-0.7085
passes_completed_long,-0.8258
passes_long,-0.7718
passes_total_distance,-0.7369
passes_free_kicks,-0.6348
through_balls,-0.0508
passes_pressure,-0.0229
passes_switches,-0.6917
crosses,1.4355
corner_kicks,-0.0894
passes_intercepted,1.604
passes_blocked,0.0509
dispossessed,0.4421
goals,-0.2538
assists,-0.1135
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.3827
shots_on_target,-0.4256
sca,-0.0151
gca,0.4497
xg,-0.0069
crosses_into_penalty_area,1.761
passes_into_final_third,-0.4197
passes_into_penalty_area,0.745
progressive_passes,0.0976
carry_progressive_distance,0.1096
assisted_shots,-0.0995
fouled,0.4409
pens_won,1.6518
tackles,-1.1924
interceptions,0.2496
blocks,-0.0297
tackles_won,-1.2625
dribble_tackles,-0.7861
dribbles_vs,0.6319
pressures,-0.6815
pressure_regains,-1.0097
clearances,-0.6203
errors,-0.376
aerials_won,-0.9721
aerials_lost,-1.0721
ball_recoveries,-0.776
pens_conceded,-0.3183
fouls,-0.7161
cards_yellow_red,-0.1907
