position,CB
minutes,1.1907
passes_completed,0.8994
passes,0.8736
dribbles_completed,-0.3081
dribbles,-0.3457
passes_completed_short,0.1571
passes_short,0.1579
passes_completed_medium,1.2057
passes_medium,1.1089
passes_completed_long,1.5468
passes_long,1.3564
passes_total_distance,1.2277
passes_free_kicks,0.9887
through_balls,-0.2865
passes_pressure,0.5845
passes_switches,1.4086
crosses,-0.5337
corner_kicks,-0.2996
passes_intercepted,-0.1779
passes_blocked,-0.0744
dispossessed,-0.4869
goals,-0.0767
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.0338
shots_on_target,-0.2167
sca,-0.3313
gca,-0.2094
xg,-0.0457
crosses_into_penalty_area,-0.4603
passes_into_final_third,0.6798
passes_into_penalty_area,-0.1935
progressive_passes,0.4141
carry_progressive_distance,1.1127
assisted_shots,-0.4268
fouled,0.8293
pens_won,-0.3681
tackles,1.1821
interceptions,0.9779
blocks,1.49
tackles_won,0.7811
dribble_tackles,0.4822
dribbles_vs,0.4099
pressures,0.1497
pressure_regains,0.5691
clearances,2.0077
errors,4.1665
aerials_won,0.4144
aerials_lost,0.6943
ball_recoveries,1.2593
pens_conceded,3.2486
fouls,0.7213
cards_yellow_red,-0.3235
