position,RW
passes_completed,-0.3106
passes,-0.0064
dribbles_completed,2.4996
dribbles,2.5319
passes_completed_short,0.1916
passes_short,0.4266
passes_completed_medium,-0.754
passes_medium,-0.713
passes_completed_long,0.0094
passes_long,0.3415
passes_total_distance,-0.3042
passes_free_kicks,-0.4992
through_balls,3.5521
passes_pressure,-0.1467
passes_switches,1.4514
crosses,0.3253
corner_kicks,1.1248
passes_intercepted,0.9107
passes_blocked,1.7979
dispossessed,2.0933
goals,0.9681
assists,0.4124
pens_made,-0.2418
pens_att,-0.271
shots_total,1.0028
shots_on_target,0.7804
sca,0.2373
gca,0.3033
xg,0.4878
crosses_into_penalty_area,-0.8504
passes_into_final_third,-0.088
passes_into_penalty_area,0.0775
progressive_passes,0.3073
carry_progressive_distance,1.4801
assisted_shots,0.3007
fouled,0.13
pens_won,-0.2935
tackles,-0.5708
interceptions,-0.0938
blocks,0.4339
tackles_won,-0.8032
dribble_tackles,-0.2647
dribbles_vs,0.8047
pressures,0.6901
pressure_regains,0.4005
clearances,-0.7485
errors,-0.3758
aerials_won,-0.9882
aerials_lost,0.8196
ball_recoveries,0.8601
pens_conceded,-0.3182
fouls,0.1073
cards_yellow_red,-0.1906
