position,WB
passes_completed,-0.3176
passes,-0.1978
dribbles_completed,-0.5234
dribbles,-0.3356
passes_completed_short,0.1272
passes_short,0.148
passes_completed_medium,-0.3623
passes_medium,-0.165
passes_completed_long,-0.7742
passes_long,-0.4824
passes_total_distance,-0.5464
passes_free_kicks,-0.9415
through_balls,-0.7252
passes_pressure,-0.604
passes_switches,-0.6982
crosses,0.9084
corner_kicks,-0.4644
passes_intercepted,-0.5782
passes_blocked,0.0735
dispossessed,-0.703
goals,-0.5503
assists,-0.2317
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.9489
shots_on_target,-0.8741
sca,-0.202
gca,-0.4237
xg,-0.6799
crosses_into_penalty_area,1.5292
passes_into_final_third,-0.5606
passes_into_penalty_area,0.4921
progressive_passes,-0.3709
carry_progressive_distance,-0.6646
assisted_shots,0.0117
fouled,-0.5793
pens_won,-0.3695
tackles,0.0849
interceptions,0.695
blocks,1.5118
tackles_won,-0.2492
dribble_tackles,0.1955
dribbles_vs,0.1298
pressures,0.2022
pressure_regains,-0.0474
clearances,0.2016
errors,-0.5457
aerials_won,-0.2838
aerials_lost,-0.3506
ball_recoveries,0.1217
pens_conceded,0.8732
fouls,-0.1321
cards_yellow_red,-0.2618
