position,FW
minutes,-0.6489
passes_completed,-0.1461
passes,0.0422
dribbles_completed,-0.8862
dribbles,-0.7202
passes_completed_short,0.5256
passes_short,0.8324
passes_completed_medium,-0.3193
passes_medium,-0.1399
passes_completed_long,-0.9535
passes_long,-0.9323
passes_total_distance,-0.4267
passes_free_kicks,-0.8313
through_balls,-0.632
passes_pressure,0.5335
passes_switches,-0.8757
crosses,0.3284
corner_kicks,-0.5565
passes_intercepted,2.3032
passes_blocked,0.9616
dispossessed,-0.1362
goals,0.201
assists,1.8165
pens_made,-0.2418
pens_att,-0.271
shots_total,0.8799
shots_on_target,-0.2375
sca,1.7241
gca,3.2969
xg,1.3118
crosses_into_penalty_area,1.4324
passes_into_final_third,-0.0436
passes_into_penalty_area,1.2159
progressive_passes,0.0106
carry_progressive_distance,-1.1106
assisted_shots,2.0809
fouled,-1.6652
pens_won,-0.2935
tackles,-0.0586
interceptions,-1.2995
blocks,-0.5748
tackles_won,0.4216
dribble_tackles,-0.1555
dribbles_vs,-0.4542
pressures,0.739
pressure_regains,2.1898
clearances,-0.4322
errors,-0.3758
aerials_won,0.9745
aerials_lost,0.852
ball_recoveries,-1.4866
pens_conceded,-0.3182
fouls,-0.2149
cards_yellow_red,-0.1906
