position,DM
passes_completed,3.629
passes,3.4978
dribbles_completed,-0.6411
dribbles,-0.704
passes_completed_short,4.6193
passes_short,4.5485
passes_completed_medium,2.4899
passes_medium,2.5604
passes_completed_long,1.3037
passes_long,0.8773
passes_total_distance,2.7125
passes_free_kicks,1.1835
through_balls,1.7595
passes_pressure,3.3677
passes_switches,0.3713
crosses,-0.8572
corner_kicks,-0.5195
passes_intercepted,1.7936
passes_blocked,-0.6331
dispossessed,-0.3128
goals,-0.1287
assists,-0.3548
pens_made,1.3015
pens_att,1.2769
shots_total,-0.8281
shots_on_target,-0.7104
sca,0.3114
gca,0.1449
xg,-0.2847
crosses_into_penalty_area,-0.7127
passes_into_final_third,5.1837
passes_into_penalty_area,0.7832
progressive_passes,3.599
carry_progressive_distance,0.4758
assisted_shots,0.1893
fouled,-0.5602
pens_won,-0.2935
tackles,0.8582
interceptions,1.5654
blocks,0.0368
tackles_won,0.9786
dribble_tackles,0.7623
dribbles_vs,1.3699
pressures,0.6537
pressure_regains,1.187
clearances,-0.4993
errors,-0.3758
aerials_won,-0.7579
aerials_lost,-0.4643
ball_recoveries,1.7985
pens_conceded,0.0378
fouls,-0.4255
cards_yellow_red,-0.1906
