position,LB
passes_completed,0.6757
passes,0.8958
dribbles_completed,-0.4552
dribbles,-0.6105
passes_completed_short,0.1564
passes_short,0.1624
passes_completed_medium,0.9645
passes_medium,1.0513
passes_completed_long,0.6176
passes_long,0.9776
passes_total_distance,0.8392
passes_free_kicks,1.4446
through_balls,0.0907
passes_pressure,-0.0182
passes_switches,1.0631
crosses,0.3782
corner_kicks,0.4114
passes_intercepted,-0.423
passes_blocked,1.1865
dispossessed,-0.0874
goals,-0.4316
assists,0.0465
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.9045
shots_on_target,-0.5287
sca,-0.3548
gca,-0.3295
xg,-0.5611
crosses_into_penalty_area,0.7725
passes_into_final_third,-0.2823
passes_into_penalty_area,0.2074
progressive_passes,0.0336
carry_progressive_distance,-0.662
assisted_shots,-0.1504
fouled,0.6085
pens_won,-0.2935
tackles,0.6867
interceptions,1.0281
blocks,1.9773
tackles_won,0.4823
dribble_tackles,0.9928
dribbles_vs,0.246
pressures,-0.3389
pressure_regains,-0.1493
clearances,1.2259
errors,-0.3758
aerials_won,-0.0592
aerials_lost,-0.4268
ball_recoveries,0.126
pens_conceded,-0.3182
fouls,0.0201
cards_yellow_red,-0.1906
