position,AM
minutes,1628.0
passes_completed,1.151
passes,0.9642
dribbles_completed,0.4028
dribbles,0.0809
passes_completed_short,1.4611
passes_short,1.4
passes_completed_medium,0.7127
passes_medium,0.649
passes_completed_long,0.4594
passes_long,0.1181
passes_total_distance,0.8528
passes_free_kicks,0.3478
through_balls,0.1514
passes_pressure,1.2117
passes_switches,0.9147
crosses,0.0496
corner_kicks,0.1255
passes_intercepted,0.6045
passes_blocked,-1.3004
dispossessed,0.462
goals,-0.4072
assists,0.1152
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.2406
shots_on_target,0.0552
sca,1.415
gca,-0.0265
xg,-0.2159
crosses_into_penalty_area,0.3225
passes_into_final_third,1.2877
passes_into_penalty_area,0.7671
progressive_passes,0.7763
carry_progressive_distance,-0.071
assisted_shots,0.9864
fouled,-0.5452
pens_won,-0.2937
tackles,0.452
interceptions,0.0965
blocks,-0.0047
tackles_won,0.6773
dribble_tackles,-0.1203
dribbles_vs,-0.4126
pressures,0.913
pressure_regains,0.7706
clearances,-0.8491
errors,-0.376
aerials_won,-0.8034
aerials_lost,-0.8109
ball_recoveries,0.1635
pens_conceded,-0.3183
fouls,0.3726
cards_yellow_red,-0.1907
