position,RM
passes_completed,-0.8501
passes,-0.7798
dribbles_completed,-0.0425
dribbles,0.0914
passes_completed_short,-0.2823
passes_short,-0.209
passes_completed_medium,-0.9866
passes_medium,-0.8836
passes_completed_long,-0.7553
passes_long,-0.5195
passes_total_distance,-0.9648
passes_free_kicks,-0.2343
through_balls,-0.7252
passes_pressure,-0.1557
passes_switches,0.4256
crosses,1.6952
corner_kicks,0.8943
passes_intercepted,0.1979
passes_blocked,0.4953
dispossessed,0.1025
goals,-0.7415
assists,0.6209
pens_made,-0.2739
pens_att,-0.3089
shots_total,0.1971
shots_on_target,-0.6361
sca,0.0789
gca,-0.3183
xg,0.1353
crosses_into_penalty_area,0.8169
passes_into_final_third,-0.9862
passes_into_penalty_area,-0.0466
progressive_passes,-0.9586
carry_progressive_distance,0.0596
assisted_shots,0.4112
fouled,-1.0134
pens_won,-0.3695
tackles,-1.038
interceptions,0.3715
blocks,-0.5487
tackles_won,-0.5648
dribble_tackles,-0.7133
dribbles_vs,0.6805
pressures,1.1425
pressure_regains,0.0396
clearances,-0.8193
errors,-0.5457
aerials_won,-1.1308
aerials_lost,-0.7456
ball_recoveries,-0.9437
pens_conceded,-0.4415
fouls,-1.0685
cards_yellow_red,-0.2618
