position,LW
passes_completed,-0.4912
passes,-0.536
dribbles_completed,3.1394
dribbles,3.63
passes_completed_short,0.3541
passes_short,0.3775
passes_completed_medium,-0.8145
passes_medium,-0.806
passes_completed_long,-1.0576
passes_long,-1.138
passes_total_distance,-0.8692
passes_free_kicks,-0.9927
through_balls,0.8703
passes_pressure,0.1559
passes_switches,-0.7665
crosses,1.3226
corner_kicks,-0.343
passes_intercepted,0.617
passes_blocked,1.8512
dispossessed,1.2355
goals,0.5967
assists,-0.424
pens_made,-0.2739
pens_att,-0.3089
shots_total,2.2493
shots_on_target,2.3874
sca,1.8362
gca,1.6211
xg,1.1917
crosses_into_penalty_area,0.3228
passes_into_final_third,-1.0192
passes_into_penalty_area,0.5426
progressive_passes,-0.3497
carry_progressive_distance,3.6403
assisted_shots,0.945
fouled,1.0277
pens_won,2.2324
tackles,0.0818
interceptions,-0.831
blocks,-0.5856
tackles_won,-0.0405
dribble_tackles,-0.7879
dribbles_vs,-0.0297
pressures,0.7291
pressure_regains,0.7074
clearances,-1.0323
errors,-0.5457
aerials_won,-0.9484
aerials_lost,-0.9805
ball_recoveries,-0.9117
pens_conceded,-0.4415
fouls,0.0522
cards_yellow_red,-0.2618
