position,WB
minutes,966.0
passes_completed,0.3865
passes,0.6702
dribbles_completed,-0.6262
dribbles,-0.8253
passes_completed_short,0.1046
passes_short,-0.0306
passes_completed_medium,0.6255
passes_medium,0.7881
passes_completed_long,0.1117
passes_long,1.1963
passes_total_distance,0.4374
passes_free_kicks,0.9567
through_balls,0.0281
passes_pressure,-1.0061
passes_switches,1.1002
crosses,1.1694
corner_kicks,0.7699
passes_intercepted,1.4183
passes_blocked,-1.0493
dispossessed,-1.2041
goals,1.412
assists,-0.7714
pens_made,8.6211
pens_att,8.9885
shots_total,-0.1551
shots_on_target,-0.8006
sca,-0.6207
gca,-1.0103
xg,1.7865
crosses_into_penalty_area,0.4675
passes_into_final_third,0.0295
passes_into_penalty_area,1.4606
progressive_passes,0.5094
carry_progressive_distance,-0.7243
assisted_shots,0.2101
fouled,1.3562
pens_won,-0.2937
tackles,1.2291
interceptions,0.8952
blocks,0.8711
tackles_won,1.4223
dribble_tackles,1.2762
dribbles_vs,0.766
pressures,-0.7771
pressure_regains,-0.2648
clearances,0.6676
errors,1.5782
aerials_won,-0.1994
aerials_lost,-0.747
ball_recoveries,0.1305
pens_conceded,-0.3183
fouls,-0.5359
cards_yellow_red,-0.1907
