position,LB
minutes,-0.7117
passes_completed,0.609
passes,0.5755
dribbles_completed,0.2814
dribbles,-0.0631
passes_completed_short,0.2774
passes_short,0.167
passes_completed_medium,0.6953
passes_medium,0.8352
passes_completed_long,0.7451
passes_long,0.4239
passes_total_distance,0.7902
passes_free_kicks,0.1432
through_balls,0.7673
passes_pressure,-0.2195
passes_switches,-0.5483
crosses,0.9815
corner_kicks,-0.5565
passes_intercepted,-1.3941
passes_blocked,-0.1353
dispossessed,-1.1909
goals,0.4079
assists,0.8121
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.7097
shots_on_target,-0.5446
sca,-0.3968
gca,0.7468
xg,-0.7489
crosses_into_penalty_area,1.2447
passes_into_final_third,-0.6578
passes_into_penalty_area,0.2364
progressive_passes,-0.0329
carry_progressive_distance,-0.2959
assisted_shots,-0.2608
fouled,-0.0642
pens_won,-0.2935
tackles,0.6023
interceptions,0.4273
blocks,1.0638
tackles_won,0.5812
dribble_tackles,2.2226
dribbles_vs,0.5817
pressures,-0.6717
pressure_regains,-0.1718
clearances,1.2438
errors,-0.3758
aerials_won,-0.3419
aerials_lost,-0.3016
ball_recoveries,-0.3674
pens_conceded,-0.3182
fouls,-1.0847
cards_yellow_red,-0.1906
