position,LB
minutes,1512.0
passes_completed,-0.1936
passes,-0.0438
dribbles_completed,-0.8487
dribbles,-0.9042
passes_completed_short,-0.0088
passes_short,-0.0169
passes_completed_medium,-0.1284
passes_medium,0.1386
passes_completed_long,-0.6555
passes_long,-0.4433
passes_total_distance,-0.3413
passes_free_kicks,-0.7411
through_balls,-0.6322
passes_pressure,-1.3425
passes_switches,-1.1397
crosses,-0.3504
corner_kicks,-0.4437
passes_intercepted,-0.0438
passes_blocked,-0.1275
dispossessed,-0.5392
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-1.273
shots_on_target,-1.029
sca,-1.0026
gca,-1.0103
xg,-0.8483
crosses_into_penalty_area,-0.8508
passes_into_final_third,-0.3496
passes_into_penalty_area,-0.9356
progressive_passes,-0.5324
carry_progressive_distance,-0.5094
assisted_shots,-0.9682
fouled,-0.6201
pens_won,-0.2937
tackles,0.0036
interceptions,0.8519
blocks,0.924
tackles_won,0.0373
dribble_tackles,0.769
dribbles_vs,-0.2229
pressures,-0.9589
pressure_regains,-1.1363
clearances,0.8126
errors,-0.376
aerials_won,-0.4183
aerials_lost,-0.7094
ball_recoveries,0.533
pens_conceded,-0.3183
fouls,-0.5024
cards_yellow_red,-0.1907
