position,CB
minutes,4410.0
passes_completed,0.0517
passes,0.0496
dribbles_completed,-0.86
dribbles,-0.9491
passes_completed_short,-1.0619
passes_short,-1.1971
passes_completed_medium,0.4778
passes_medium,0.4406
passes_completed_long,1.3814
passes_long,1.4436
passes_total_distance,0.6561
passes_free_kicks,0.5191
through_balls,-0.3429
passes_pressure,-0.6694
passes_switches,0.6382
crosses,-0.9676
corner_kicks,-0.5373
passes_intercepted,-0.3269
passes_blocked,-0.8822
dispossessed,-1.1609
goals,-0.6071
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.6677
shots_on_target,-0.5787
sca,-0.8675
gca,-0.8287
xg,-0.4219
crosses_into_penalty_area,-0.6342
passes_into_final_third,0.5876
passes_into_penalty_area,-0.542
progressive_passes,0.4793
carry_progressive_distance,0.0123
assisted_shots,-0.5749
fouled,-0.7281
pens_won,-0.2937
tackles,-0.1816
interceptions,1.2644
blocks,0.6005
tackles_won,-0.159
dribble_tackles,0.3997
dribbles_vs,-0.2209
pressures,-1.3547
pressure_regains,-0.8717
clearances,2.4625
errors,0.4801
aerials_won,1.3689
aerials_lost,-0.2676
ball_recoveries,1.376
pens_conceded,-0.3183
fouls,0.7977
cards_yellow_red,-0.1907
