position,WB
passes_completed,0.2458
passes,0.6166
dribbles_completed,-0.1287
dribbles,-0.2894
passes_completed_short,0.1064
passes_short,0.0197
passes_completed_medium,0.2701
passes_medium,0.4945
passes_completed_long,0.131
passes_long,1.2096
passes_total_distance,0.1971
passes_free_kicks,1.1915
through_balls,0.3906
passes_pressure,0.0882
passes_switches,0.4603
crosses,1.7205
corner_kicks,2.3197
passes_intercepted,0.8486
passes_blocked,0.2415
dispossessed,-0.9245
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.7258
shots_on_target,-0.6749
sca,-0.3907
gca,-1.0099
xg,-0.6834
crosses_into_penalty_area,1.7013
passes_into_final_third,-0.1225
passes_into_penalty_area,0.2721
progressive_passes,-0.3006
carry_progressive_distance,-0.4779
assisted_shots,0.2627
fouled,-0.4952
pens_won,-0.2935
tackles,-0.7729
interceptions,-0.1284
blocks,1.0519
tackles_won,-1.0787
dribble_tackles,0.091
dribbles_vs,-0.1058
pressures,-0.5282
pressure_regains,-0.715
clearances,0.2881
errors,-0.3758
aerials_won,0.3155
aerials_lost,-0.4278
ball_recoveries,0.1441
pens_conceded,-0.3182
fouls,-0.642
cards_yellow_red,-0.1906
