position,AM
passes_completed,-1.0134
passes,-0.9447
dribbles_completed,0.2847
dribbles,1.2066
passes_completed_short,-0.8567
passes_short,-0.7333
passes_completed_medium,-1.1463
passes_medium,-1.1198
passes_completed_long,-0.3995
passes_long,-0.2662
passes_total_distance,-0.8858
passes_free_kicks,-0.7245
through_balls,0.2604
passes_pressure,-0.1079
passes_switches,0.2243
crosses,0.6301
corner_kicks,-0.1979
passes_intercepted,-0.3812
passes_blocked,-0.9455
dispossessed,2.1482
goals,-0.7238
assists,0.2386
pens_made,-0.2418
pens_att,-0.271
shots_total,0.6594
shots_on_target,-0.1026
sca,-0.0439
gca,0.1105
xg,-0.3479
crosses_into_penalty_area,0.0404
passes_into_final_third,-0.777
passes_into_penalty_area,0.268
progressive_passes,-0.4435
carry_progressive_distance,-0.8135
assisted_shots,-0.31
fouled,0.5471
pens_won,-0.2935
tackles,-0.9251
interceptions,-1.1103
blocks,-1.5584
tackles_won,-0.7346
dribble_tackles,-0.7704
dribbles_vs,-0.6394
pressures,-0.5156
pressure_regains,-0.3311
clearances,-0.636
errors,-0.3758
aerials_won,0.2574
aerials_lost,-0.019
ball_recoveries,-0.2962
pens_conceded,-0.3182
fouls,0.6071
cards_yellow_red,-0.1906
