position,GK
passes_completed,-0.9392
passes,-0.8968
dribbles_completed,-1.1192
dribbles,-1.1154
passes_completed_short,-1.7631
passes_short,-1.9405
passes_completed_medium,-0.9211
passes_medium,-1.2085
passes_completed_long,1.7792
passes_long,2.1476
passes_total_distance,0.1992
passes_free_kicks,2.0545
through_balls,-0.7252
passes_pressure,-1.9258
passes_switches,-0.2859
crosses,-1.0101
corner_kicks,-0.4808
passes_intercepted,-1.5017
passes_blocked,-1.619
dispossessed,-1.2412
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.2046
shots_on_target,-0.9871
sca,-1.3863
gca,-0.9548
xg,-0.8489
crosses_into_penalty_area,-0.8365
passes_into_final_third,-1.3588
passes_into_penalty_area,-1.219
progressive_passes,-1.7606
carry_progressive_distance,-1.1619
assisted_shots,-1.1779
fouled,-1.3912
pens_won,-0.3695
tackles,-1.803
interceptions,-1.5882
blocks,-2.1108
tackles_won,-1.75
dribble_tackles,-1.4707
dribbles_vs,-1.7438
pressures,-2.1182
pressure_regains,-2.2585
clearances,-1.0169
errors,0.6066
aerials_won,-1.1308
aerials_lost,-1.241
ball_recoveries,-0.9826
pens_conceded,0.1497
fouls,-1.7946
cards_yellow_red,-0.2618
