position,CB
minutes,3.8692
passes_completed,0.3089
passes,0.4515
dribbles_completed,-1.0155
dribbles,-0.9961
passes_completed_short,-0.8582
passes_short,-0.9273
passes_completed_medium,0.8344
passes_medium,0.8515
passes_completed_long,1.3064
passes_long,1.6748
passes_total_distance,0.8516
passes_free_kicks,1.1323
through_balls,-0.3894
passes_pressure,0.2826
passes_switches,0.1334
crosses,-0.9567
corner_kicks,-0.5565
passes_intercepted,-0.4663
passes_blocked,-0.3656
dispossessed,-1.027
goals,-0.0044
assists,-0.6796
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.1785
shots_on_target,-0.3014
sca,-1.0578
gca,-0.8069
xg,-0.2432
crosses_into_penalty_area,-0.7697
passes_into_final_third,0.2623
passes_into_penalty_area,-0.897
progressive_passes,0.2898
carry_progressive_distance,-0.0434
assisted_shots,-1.0837
fouled,-0.4625
pens_won,-0.2935
tackles,0.7055
interceptions,0.5341
blocks,0.627
tackles_won,0.798
dribble_tackles,1.0704
dribbles_vs,0.1074
pressures,-1.1463
pressure_regains,-0.5567
clearances,1.9186
errors,0.5814
aerials_won,1.3553
aerials_lost,0.119
ball_recoveries,1.7139
pens_conceded,-0.3182
fouls,-0.5103
cards_yellow_red,-0.1906
