position,LB
minutes,1665.0
passes_completed,0.2491
passes,1.0782
dribbles_completed,-0.6466
dribbles,-0.3884
passes_completed_short,-0.4993
passes_short,-0.3247
passes_completed_medium,0.3523
passes_medium,0.809
passes_completed_long,1.4691
passes_long,3.0431
passes_total_distance,0.7345
passes_free_kicks,1.9119
through_balls,-0.2491
passes_pressure,0.0765
passes_switches,2.195
crosses,1.8958
corner_kicks,3.2917
passes_intercepted,1.31
passes_blocked,0.1073
dispossessed,-0.9867
goals,-0.1044
assists,0.5289
pens_made,2.3292
pens_att,1.8778
shots_total,-0.1941
shots_on_target,-0.2339
sca,1.3024
gca,-0.2889
xg,-0.1532
crosses_into_penalty_area,1.0612
passes_into_final_third,-0.0693
passes_into_penalty_area,0.6364
progressive_passes,0.7826
carry_progressive_distance,0.031
assisted_shots,2.1757
fouled,-0.3509
pens_won,-0.2937
tackles,0.2702
interceptions,-0.3942
blocks,1.6428
tackles_won,-0.9856
dribble_tackles,0.8525
dribbles_vs,0.1883
pressures,-0.7111
pressure_regains,-0.1979
clearances,0.8724
errors,-0.376
aerials_won,0.0598
aerials_lost,0.5818
ball_recoveries,0.6257
pens_conceded,1.1646
fouls,-1.257
cards_yellow_red,-0.1907
