position,RM
passes_completed,-0.2093
passes,0.055
dribbles_completed,-0.0814
dribbles,-0.1368
passes_completed_short,0.0778
passes_short,0.164
passes_completed_medium,-0.1393
passes_medium,0.1114
passes_completed_long,-0.6615
passes_long,-0.2762
passes_total_distance,-0.4008
passes_free_kicks,-0.6185
through_balls,-0.4263
passes_pressure,-0.1251
passes_switches,-0.5701
crosses,0.2479
corner_kicks,-0.3948
passes_intercepted,0.8873
passes_blocked,1.4321
dispossessed,-0.4896
goals,-0.6412
assists,-0.032
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.0783
shots_on_target,-0.9081
sca,-0.6541
gca,-0.3923
xg,-0.7381
crosses_into_penalty_area,0.2183
passes_into_final_third,-0.1668
passes_into_penalty_area,-0.1894
progressive_passes,0.2335
carry_progressive_distance,-0.3836
assisted_shots,-0.5452
fouled,-0.221
pens_won,-0.3695
tackles,0.4533
interceptions,0.429
blocks,0.3596
tackles_won,0.0914
dribble_tackles,1.3007
dribbles_vs,0.5738
pressures,-0.6842
pressure_regains,-0.8018
clearances,0.4781
errors,-0.1873
aerials_won,-0.4609
aerials_lost,-0.5439
ball_recoveries,0.5959
pens_conceded,0.0183
fouls,-0.1592
cards_yellow_red,-0.2618
