position,CM
passes_completed,1.1752
passes,1.4861
dribbles_completed,0.2067
dribbles,-0.3764
passes_completed_short,0.2771
passes_short,0.2717
passes_completed_medium,1.1733
passes_medium,1.4211
passes_completed_long,2.3395
passes_long,2.2861
passes_total_distance,1.7064
passes_free_kicks,0.0122
through_balls,-0.632
passes_pressure,2.7507
passes_switches,3.5331
crosses,-0.4128
corner_kicks,-0.5565
passes_intercepted,3.2777
passes_blocked,1.6527
dispossessed,-0.9186
goals,1.7873
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,0.5154
shots_on_target,1.6562
sca,-0.7895
gca,-1.0099
xg,1.9422
crosses_into_penalty_area,0.6992
passes_into_final_third,2.4022
passes_into_penalty_area,0.0629
progressive_passes,1.4524
carry_progressive_distance,-0.3117
assisted_shots,-0.7659
fouled,-0.481
pens_won,-0.2935
tackles,1.6616
interceptions,-0.2627
blocks,0.4046
tackles_won,1.6119
dribble_tackles,0.8831
dribbles_vs,1.8914
pressures,1.8947
pressure_regains,2.5701
clearances,1.0954
errors,-0.3758
aerials_won,0.6271
aerials_lost,0.2659
ball_recoveries,1.2718
pens_conceded,-0.3182
fouls,0.0846
cards_yellow_red,-0.1906
