position,RB
minutes,3825.0
passes_completed,1.4461
passes,1.4762
dribbles_completed,-0.3865
dribbles,-0.4065
passes_completed_short,1.7817
passes_short,1.8551
passes_completed_medium,1.1526
passes_medium,1.2871
passes_completed_long,0.2814
passes_long,0.0368
passes_total_distance,1.0659
passes_free_kicks,-0.4945
through_balls,-0.1319
passes_pressure,0.7755
passes_switches,0.067
crosses,1.8334
corner_kicks,-0.512
passes_intercepted,1.6171
passes_blocked,0.5733
dispossessed,-0.7759
goals,0.22
assists,0.5493
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.6649
shots_on_target,-0.3945
sca,0.0008
gca,0.4552
xg,-0.2487
crosses_into_penalty_area,1.3964
passes_into_final_third,0.3349
passes_into_penalty_area,0.7896
progressive_passes,1.0334
carry_progressive_distance,1.1784
assisted_shots,0.4631
fouled,-1.3162
pens_won,0.2643
tackles,0.621
interceptions,-0.0139
blocks,0.719
tackles_won,0.5091
dribble_tackles,1.0546
dribbles_vs,0.379
pressures,-0.6917
pressure_regains,-0.2071
clearances,0.0047
errors,0.1176
aerials_won,-0.0478
aerials_lost,-0.7411
ball_recoveries,0.7533
pens_conceded,0.3272
fouls,0.3941
cards_yellow_red,-0.1907
