position,LW
minutes,-0.6556
passes_completed,-0.9495
passes,-0.6259
dribbles_completed,2.7491
dribbles,1.8547
passes_completed_short,-0.8105
passes_short,-0.5961
passes_completed_medium,-0.9212
passes_medium,-0.8741
passes_completed_long,-0.4069
passes_long,0.2992
passes_total_distance,-0.7426
passes_free_kicks,-0.6332
through_balls,-0.632
passes_pressure,-0.4247
passes_switches,0.8977
crosses,3.0729
corner_kicks,0.2247
passes_intercepted,0.0721
passes_blocked,2.2197
dispossessed,1.3797
goals,-0.7238
assists,1.8686
pens_made,-0.2418
pens_att,-0.271
shots_total,3.0102
shots_on_target,0.5853
sca,1.3921
gca,1.1868
xg,-0.2995
crosses_into_penalty_area,4.9714
passes_into_final_third,-0.8189
passes_into_penalty_area,1.524
progressive_passes,-0.7917
carry_progressive_distance,1.7119
assisted_shots,1.9144
fouled,-0.553
pens_won,3.6095
tackles,-0.0202
interceptions,-0.6044
blocks,-0.5391
tackles_won,0.467
dribble_tackles,0.3062
dribbles_vs,-0.8107
pressures,-0.2073
pressure_regains,0.1317
clearances,-0.3213
errors,-0.3758
aerials_won,0.5199
aerials_lost,0.0408
ball_recoveries,0.0411
pens_conceded,-0.3182
fouls,0.6216
cards_yellow_red,-0.1906
