position,LW
minutes,2929.0
passes_completed,-0.2602
passes,-0.5408
dribbles_completed,4.2104
dribbles,3.9982
passes_completed_short,0.934
passes_short,0.8679
passes_completed_medium,-0.7583
passes_medium,-0.961
passes_completed_long,-1.2483
passes_long,-1.5387
passes_total_distance,-0.7173
passes_free_kicks,-0.9495
through_balls,-0.6322
passes_pressure,-0.2193
passes_switches,-1.0985
crosses,-0.0715
corner_kicks,-0.4983
passes_intercepted,-0.2731
passes_blocked,0.0634
dispossessed,0.7064
goals,1.3894
assists,-0.0322
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.6437
shots_on_target,0.4775
sca,0.7387
gca,0.9035
xg,0.4335
crosses_into_penalty_area,-0.7421
passes_into_final_third,-1.1746
passes_into_penalty_area,-0.0585
progressive_passes,-1.0542
carry_progressive_distance,3.095
assisted_shots,0.2814
fouled,1.0751
pens_won,0.435
tackles,-1.0963
interceptions,-0.9951
blocks,-0.6123
tackles_won,-0.8154
dribble_tackles,-0.6241
dribbles_vs,-1.1778
pressures,-0.1229
pressure_regains,0.3932
clearances,-0.9415
errors,-0.376
aerials_won,-1.0135
aerials_lost,-0.8809
ball_recoveries,-1.1331
pens_conceded,1.3676
fouls,-1.3482
cards_yellow_red,-0.1907
