position,CB
minutes,3017.0
passes_completed,0.3008
passes,0.1977
dribbles_completed,-0.3217
dribbles,-0.5397
passes_completed_short,-0.8195
passes_short,-0.9951
passes_completed_medium,0.8006
passes_medium,0.7246
passes_completed_long,1.2854
passes_long,1.2133
passes_total_distance,0.8263
passes_free_kicks,0.1043
through_balls,-0.4208
passes_pressure,0.0454
passes_switches,-0.1805
crosses,-1.0621
corner_kicks,-0.5567
passes_intercepted,-0.4592
passes_blocked,-1.3863
dispossessed,-0.9086
goals,0.3018
assists,-0.5322
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.6112
shots_on_target,-0.1515
sca,-1.2188
gca,-0.4795
xg,-0.3767
crosses_into_penalty_area,-0.8508
passes_into_final_third,0.3299
passes_into_penalty_area,-1.168
progressive_passes,-0.1082
carry_progressive_distance,0.3204
assisted_shots,-1.2671
fouled,-0.7386
pens_won,-0.2937
tackles,1.562
interceptions,0.92
blocks,1.0723
tackles_won,1.6589
dribble_tackles,0.7741
dribbles_vs,-0.0786
pressures,-0.9392
pressure_regains,-0.2902
clearances,2.3078
errors,0.8754
aerials_won,2.436
aerials_lost,0.067
ball_recoveries,0.6171
pens_conceded,0.5
fouls,-0.1123
cards_yellow_red,-0.1907
