position,CM
minutes,0.3098
passes_completed,0.5508
passes,0.6648
dribbles_completed,-0.6786
dribbles,-0.3147
passes_completed_short,0.1335
passes_short,0.2572
passes_completed_medium,0.3864
passes_medium,0.3589
passes_completed_long,1.4163
passes_long,1.3808
passes_total_distance,0.7957
passes_free_kicks,0.9884
through_balls,-0.3301
passes_pressure,0.2919
passes_switches,1.8446
crosses,0.2344
corner_kicks,1.3032
passes_intercepted,1.4373
passes_blocked,-0.3104
dispossessed,-0.4504
goals,-0.7238
assists,-0.4296
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.7056
shots_on_target,-0.9242
sca,1.1542
gca,-0.2521
xg,-0.799
crosses_into_penalty_area,0.0534
passes_into_final_third,1.115
passes_into_penalty_area,-0.1086
progressive_passes,1.4637
carry_progressive_distance,0.2686
assisted_shots,1.2351
fouled,-0.5141
pens_won,0.7164
tackles,-0.3553
interceptions,2.1924
blocks,0.9972
tackles_won,-0.1227
dribble_tackles,-0.3095
dribbles_vs,0.2815
pressures,-0.0431
pressure_regains,-0.2376
clearances,-0.297
errors,-0.3758
aerials_won,0.1064
aerials_lost,-0.6635
ball_recoveries,1.7431
pens_conceded,0.8501
fouls,-0.6645
cards_yellow_red,-0.1906
