position,CM
minutes,829.0
passes_completed,-0.5319
passes,-0.4841
dribbles_completed,-1.0031
dribbles,-1.0465
passes_completed_short,-0.726
passes_short,-0.4044
passes_completed_medium,-0.2816
passes_medium,-0.1962
passes_completed_long,-0.3999
passes_long,-0.7315
passes_total_distance,-0.48
passes_free_kicks,-0.7658
through_balls,-0.6322
passes_pressure,-0.6586
passes_switches,-1.0459
crosses,-0.8673
corner_kicks,-0.5567
passes_intercepted,-0.8398
passes_blocked,-0.2805
dispossessed,-0.5549
goals,-0.1018
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.2694
shots_on_target,-0.7628
sca,-1.3263
gca,-1.0103
xg,0.1229
crosses_into_penalty_area,-0.4667
passes_into_final_third,-0.4953
passes_into_penalty_area,-0.7986
progressive_passes,-0.9452
carry_progressive_distance,-1.6947
assisted_shots,-1.2397
fouled,1.8557
pens_won,-0.2937
tackles,0.858
interceptions,2.9029
blocks,-0.4739
tackles_won,1.5811
dribble_tackles,-1.1504
dribbles_vs,0.8357
pressures,-0.1428
pressure_regains,-0.8279
clearances,-0.1656
errors,4.1783
aerials_won,1.3762
aerials_lost,-0.4254
ball_recoveries,1.827
pens_conceded,2.6599
fouls,5.5162
cards_yellow_red,-0.1907
