position,WB
minutes,668.0
passes_completed,0.6606
passes,0.6628
dribbles_completed,-0.6484
dribbles,0.0105
passes_completed_short,1.7537
passes_short,1.7328
passes_completed_medium,-0.2051
passes_medium,-0.084
passes_completed_long,-0.1259
passes_long,-0.4997
passes_total_distance,0.2004
passes_free_kicks,0.2498
through_balls,0.3227
passes_pressure,1.1143
passes_switches,-0.5289
crosses,0.3087
corner_kicks,-0.5567
passes_intercepted,-0.2786
passes_blocked,1.2815
dispossessed,-0.6526
goals,-0.724
assists,0.309
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.1975
shots_on_target,-0.6987
sca,-0.0395
gca,-0.4109
xg,-0.6007
crosses_into_penalty_area,1.0555
passes_into_final_third,-0.553
passes_into_penalty_area,1.2206
progressive_passes,0.0141
carry_progressive_distance,0.2613
assisted_shots,0.3459
fouled,3.615
pens_won,-0.2937
tackles,2.4964
interceptions,-1.0741
blocks,1.2496
tackles_won,2.1691
dribble_tackles,1.7733
dribbles_vs,1.671
pressures,0.2917
pressure_regains,-0.0645
clearances,0.4449
errors,-0.376
aerials_won,0.7614
aerials_lost,-0.6279
ball_recoveries,-0.3075
pens_conceded,-0.3183
fouls,0.3555
cards_yellow_red,-0.1907
