position,RB
passes_completed,-0.2947
passes,-0.0518
dribbles_completed,-0.5211
dribbles,-0.8236
passes_completed_short,-0.1138
passes_short,-0.213
passes_completed_medium,-0.3987
passes_medium,-0.2324
passes_completed_long,-0.0406
passes_long,0.6591
passes_total_distance,-0.275
passes_free_kicks,-0.7644
through_balls,-0.632
passes_pressure,0.0811
passes_switches,-0.6937
crosses,0.6625
corner_kicks,-0.5565
passes_intercepted,-0.835
passes_blocked,0.0447
dispossessed,-1.4144
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-1.105
shots_on_target,-1.0285
sca,-1.3241
gca,-0.0401
xg,-0.8908
crosses_into_penalty_area,0.6917
passes_into_final_third,0.2447
passes_into_penalty_area,-0.6256
progressive_passes,-1.0796
carry_progressive_distance,-0.4913
assisted_shots,-1.082
fouled,-1.076
pens_won,-0.2935
tackles,1.644
interceptions,0.1864
blocks,-0.2941
tackles_won,1.9764
dribble_tackles,3.1809
dribbles_vs,0.5912
pressures,-0.5242
pressure_regains,-0.3177
clearances,0.2976
errors,4.1966
aerials_won,-0.0397
aerials_lost,-0.4213
ball_recoveries,0.6164
pens_conceded,-0.3182
fouls,-1.3379
cards_yellow_red,-0.1906
