position,WB
minutes,1144.0
passes_completed,-0.1987
passes,0.4808
dribbles_completed,-0.5487
dribbles,-0.1481
passes_completed_short,-0.6676
passes_short,-0.6282
passes_completed_medium,-0.0236
passes_medium,0.4289
passes_completed_long,0.5938
passes_long,1.9047
passes_total_distance,0.0899
passes_free_kicks,1.67
through_balls,-0.0746
passes_pressure,-0.3798
passes_switches,0.9648
crosses,1.9138
corner_kicks,1.9824
passes_intercepted,1.0929
passes_blocked,0.4315
dispossessed,-0.6136
goals,-0.724
assists,-0.1406
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.0895
shots_on_target,-0.6433
sca,0.746
gca,0.0397
xg,-0.665
crosses_into_penalty_area,0.5406
passes_into_final_third,-0.1317
passes_into_penalty_area,1.2759
progressive_passes,0.7654
carry_progressive_distance,-0.1972
assisted_shots,1.3162
fouled,-0.709
pens_won,-0.2937
tackles,-0.3861
interceptions,1.4882
blocks,1.3592
tackles_won,-0.5982
dribble_tackles,0.2289
dribbles_vs,0.3399
pressures,-0.4311
pressure_regains,-0.674
clearances,0.5479
errors,1.2741
aerials_won,-0.4245
aerials_lost,-0.5104
ball_recoveries,-0.0347
pens_conceded,-0.3183
fouls,-0.8982
cards_yellow_red,-0.1907
