position,RW
passes_completed,0.6496
passes,0.7785
dribbles_completed,1.8455
dribbles,1.82
passes_completed_short,0.911
passes_short,1.008
passes_completed_medium,0.353
passes_medium,0.4769
passes_completed_long,0.1285
passes_long,0.1175
passes_total_distance,0.4278
passes_free_kicks,0.4394
through_balls,0.708
passes_pressure,2.3829
passes_switches,1.007
crosses,0.1328
corner_kicks,1.2513
passes_intercepted,2.6035
passes_blocked,-0.4158
dispossessed,1.8354
goals,0.7009
assists,1.5463
pens_made,-0.2739
pens_att,-0.3089
shots_total,0.2331
shots_on_target,0.1496
sca,1.2274
gca,1.7497
xg,-0.4238
crosses_into_penalty_area,-0.539
passes_into_final_third,1.4415
passes_into_penalty_area,0.1734
progressive_passes,1.4962
carry_progressive_distance,1.4014
assisted_shots,1.4621
fouled,0.3182
pens_won,-0.3695
tackles,0.6745
interceptions,-0.0769
blocks,-0.6359
tackles_won,0.6813
dribble_tackles,0.9826
dribbles_vs,1.1291
pressures,1.8015
pressure_regains,1.8317
clearances,-0.8407
errors,-0.5457
aerials_won,-0.4097
aerials_lost,-0.2382
ball_recoveries,-0.1899
pens_conceded,-0.4415
fouls,-0.0354
cards_yellow_red,-0.2618
