position,LW
minutes,342.0
passes_completed,-1.0477
passes,-1.2253
dribbles_completed,-0.0822
dribbles,-0.1976
passes_completed_short,-0.5791
passes_short,-0.5989
passes_completed_medium,-1.1296
passes_medium,-1.3424
passes_completed_long,-1.3467
passes_long,-1.501
passes_total_distance,-1.2909
passes_free_kicks,-1.022
through_balls,-0.6322
passes_pressure,0.0807
passes_switches,-0.831
crosses,-0.0507
corner_kicks,-0.5567
passes_intercepted,-0.624
passes_blocked,0.0554
dispossessed,0.6699
goals,0.7843
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.8876
shots_on_target,0.2612
sca,-0.1845
gca,-1.0103
xg,1.3778
crosses_into_penalty_area,-0.8508
passes_into_final_third,-1.4654
passes_into_penalty_area,-0.8964
progressive_passes,-1.5526
carry_progressive_distance,-1.0858
assisted_shots,0.8722
fouled,-0.2432
pens_won,-0.2937
tackles,0.2113
interceptions,-1.0873
blocks,-1.524
tackles_won,1.3851
dribble_tackles,-1.4379
dribbles_vs,0.1933
pressures,0.4904
pressure_regains,0.5603
clearances,-0.0647
errors,-0.376
aerials_won,0.4521
aerials_lost,0.0393
ball_recoveries,-1.8071
pens_conceded,-0.3183
fouls,0.0862
cards_yellow_red,-0.1907
