position,CB
minutes,1254.0
passes_completed,0.4083
passes,0.5216
dribbles_completed,0.3397
dribbles,-0.149
passes_completed_short,-0.0819
passes_short,-0.0195
passes_completed_medium,0.6681
passes_medium,0.8184
passes_completed_long,0.5883
passes_long,0.5548
passes_total_distance,0.5519
passes_free_kicks,-0.5139
through_balls,-0.1236
passes_pressure,0.9405
passes_switches,0.2197
crosses,0.4032
corner_kicks,-0.5567
passes_intercepted,0.8341
passes_blocked,-0.2938
dispossessed,-0.2778
goals,-0.724
assists,0.3796
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.502
shots_on_target,-0.6771
sca,-0.5726
gca,-0.0524
xg,-0.1176
crosses_into_penalty_area,0.6724
passes_into_final_third,1.453
passes_into_penalty_area,0.1512
progressive_passes,1.2998
carry_progressive_distance,0.9587
assisted_shots,-0.1587
fouled,-1.472
pens_won,-0.2937
tackles,0.6644
interceptions,1.5141
blocks,0.3567
tackles_won,0.7994
dribble_tackles,-0.6776
dribbles_vs,-0.8756
pressures,-0.7261
pressure_regains,0.3561
clearances,2.0963
errors,-0.376
aerials_won,1.319
aerials_lost,0.4619
ball_recoveries,1.1988
pens_conceded,-0.3183
fouls,-0.5338
cards_yellow_red,-0.1907
