position,DM
minutes,1253.0
passes_completed,0.7817
passes,1.1958
dribbles_completed,-0.5299
dribbles,-0.44
passes_completed_short,0.4675
passes_short,0.4711
passes_completed_medium,0.6805
passes_medium,0.8109
passes_completed_long,0.9531
passes_long,2.0176
passes_total_distance,0.8243
passes_free_kicks,2.4528
through_balls,-0.1231
passes_pressure,1.5741
passes_switches,2.2983
crosses,0.4044
corner_kicks,3.9434
passes_intercepted,0.6679
passes_blocked,-0.1877
dispossessed,-0.1956
goals,0.0993
assists,0.3805
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.0296
shots_on_target,-0.1486
sca,0.8263
gca,0.5875
xg,-0.0138
crosses_into_penalty_area,-0.0886
passes_into_final_third,1.1032
passes_into_penalty_area,0.7141
progressive_passes,1.5327
carry_progressive_distance,0.4167
assisted_shots,0.874
fouled,-0.1127
pens_won,-0.2937
tackles,-0.0987
interceptions,0.6154
blocks,-0.4317
tackles_won,0.4246
dribble_tackles,0.2741
dribbles_vs,0.2232
pressures,0.1763
pressure_regains,1.3018
clearances,-0.237
errors,-0.376
aerials_won,0.0919
aerials_lost,-0.5069
ball_recoveries,1.6991
pens_conceded,-0.3183
fouls,-0.2999
cards_yellow_red,-0.1907
