position,WB
minutes,1722.0
passes_completed,-0.1929
passes,0.2576
dribbles_completed,-0.4935
dribbles,-0.6299
passes_completed_short,-0.004
passes_short,0.1315
passes_completed_medium,-0.1722
passes_medium,0.256
passes_completed_long,-0.4044
passes_long,0.1842
passes_total_distance,-0.2353
passes_free_kicks,-0.467
through_balls,-0.2618
passes_pressure,-0.575
passes_switches,0.1728
crosses,1.4075
corner_kicks,-0.5071
passes_intercepted,0.225
passes_blocked,1.1102
dispossessed,-0.1728
goals,-0.1249
assists,0.4859
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.563
shots_on_target,-0.5165
sca,0.0594
gca,0.6173
xg,-0.5907
crosses_into_penalty_area,2.4769
passes_into_final_third,-0.4092
passes_into_penalty_area,1.3077
progressive_passes,0.5881
carry_progressive_distance,-0.4398
assisted_shots,0.1057
fouled,0.9478
pens_won,0.9457
tackles,3.0421
interceptions,-0.4354
blocks,0.6889
tackles_won,2.8251
dribble_tackles,2.2992
dribbles_vs,2.0833
pressures,0.5213
pressure_regains,1.9772
clearances,1.4394
errors,0.7203
aerials_won,1.7562
aerials_lost,0.6272
ball_recoveries,0.5261
pens_conceded,2.5493
fouls,0.6639
cards_yellow_red,-0.1907
