position,GK
passes_completed,-0.87
passes,-0.7562
dribbles_completed,-1.1267
dribbles,-1.1199
passes_completed_short,-1.6793
passes_short,-1.8597
passes_completed_medium,-0.808
passes_medium,-1.0918
passes_completed_long,1.6556
passes_long,2.2609
passes_total_distance,0.307
passes_free_kicks,2.6177
through_balls,-0.7252
passes_pressure,-1.9399
passes_switches,-0.4306
crosses,-1.0101
corner_kicks,-0.4808
passes_intercepted,-1.7011
passes_blocked,-1.5843
dispossessed,-1.2521
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.2046
shots_on_target,-0.9871
sca,-1.3885
gca,-0.81
xg,-0.8489
crosses_into_penalty_area,-0.8365
passes_into_final_third,-1.2776
passes_into_penalty_area,-1.219
progressive_passes,-1.7784
carry_progressive_distance,-1.4137
assisted_shots,-1.2854
fouled,-1.4705
pens_won,-0.3695
tackles,-1.803
interceptions,-1.5882
blocks,-2.0916
tackles_won,-1.75
dribble_tackles,-1.4707
dribbles_vs,-1.7999
pressures,-2.1209
pressure_regains,-2.2566
clearances,-1.0202
errors,0.5349
aerials_won,-1.1308
aerials_lost,-1.241
ball_recoveries,-1.2237
pens_conceded,-0.4415
fouls,-1.8329
cards_yellow_red,-0.2618
