position,RB
minutes,5025.0
passes_completed,2.5164
passes,2.4651
dribbles_completed,-0.1566
dribbles,-0.2238
passes_completed_short,3.5466
passes_short,3.5077
passes_completed_medium,1.7099
passes_medium,1.7586
passes_completed_long,0.2547
passes_long,0.1225
passes_total_distance,1.6764
passes_free_kicks,0.415
through_balls,-0.1245
passes_pressure,1.2551
passes_switches,0.0633
crosses,-0.1019
corner_kicks,-0.5057
passes_intercepted,1.2911
passes_blocked,1.1152
dispossessed,-0.2798
goals,-0.724
assists,-0.4842
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.9953
shots_on_target,-0.8972
sca,-0.2986
gca,-0.3729
xg,-0.8525
crosses_into_penalty_area,0.4163
passes_into_final_third,0.9314
passes_into_penalty_area,0.0926
progressive_passes,1.2938
carry_progressive_distance,1.1911
assisted_shots,-0.3667
fouled,-0.7703
pens_won,-0.2937
tackles,0.3417
interceptions,0.1227
blocks,0.211
tackles_won,0.2622
dribble_tackles,0.7914
dribbles_vs,0.4492
pressures,-0.7913
pressure_regains,-0.1082
clearances,-0.0988
errors,-0.0003
aerials_won,-0.1998
aerials_lost,-0.2485
ball_recoveries,1.0283
pens_conceded,0.173
fouls,-0.7105
cards_yellow_red,-0.1907
