position,LB
passes_completed,0.6854
passes,0.8044
dribbles_completed,-0.5402
dribbles,-0.6174
passes_completed_short,0.2038
passes_short,0.1824
passes_completed_medium,0.8877
passes_medium,0.9584
passes_completed_long,0.6152
passes_long,0.5581
passes_total_distance,0.8099
passes_free_kicks,0.6942
through_balls,0.0848
passes_pressure,0.0049
passes_switches,1.0081
crosses,0.5928
corner_kicks,0.2651
passes_intercepted,-0.0483
passes_blocked,1.0247
dispossessed,-0.15
goals,-0.5603
assists,0.0386
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.6914
shots_on_target,-0.7016
sca,-0.3257
gca,-0.4571
xg,-0.6086
crosses_into_penalty_area,0.9571
passes_into_final_third,0.2658
passes_into_penalty_area,0.3549
progressive_passes,0.4392
carry_progressive_distance,-0.2599
assisted_shots,-0.1208
fouled,0.6009
pens_won,-0.3695
tackles,0.9975
interceptions,1.0881
blocks,1.3217
tackles_won,0.9982
dribble_tackles,1.4564
dribbles_vs,0.8488
pressures,-0.0833
pressure_regains,0.2303
clearances,1.09
errors,-0.5457
aerials_won,-0.1922
aerials_lost,-0.6365
ball_recoveries,-0.0925
pens_conceded,0.3892
fouls,-0.0402
cards_yellow_red,-0.2618
