position,LB
passes_completed,-0.307
passes,-0.1566
dribbles_completed,-0.7352
dribbles,-0.5994
passes_completed_short,-0.3997
passes_short,-0.4383
passes_completed_medium,-0.1547
passes_medium,0.0437
passes_completed_long,-0.1609
passes_long,0.252
passes_total_distance,-0.2438
passes_free_kicks,-0.0918
through_balls,-0.1666
passes_pressure,-0.5825
passes_switches,-0.6205
crosses,-0.3772
corner_kicks,-0.4941
passes_intercepted,0.6059
passes_blocked,-1.1935
dispossessed,-1.1171
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.9192
shots_on_target,-0.8676
sca,-0.7724
gca,-0.7178
xg,-0.7964
crosses_into_penalty_area,-0.1536
passes_into_final_third,-0.3379
passes_into_penalty_area,-0.6912
progressive_passes,-0.6266
carry_progressive_distance,-1.1007
assisted_shots,-0.9235
fouled,-1.2215
pens_won,-0.2935
tackles,0.7521
interceptions,0.9721
blocks,1.4693
tackles_won,-0.1131
dribble_tackles,0.4756
dribbles_vs,-0.3504
pressures,-0.9583
pressure_regains,-0.9535
clearances,0.6457
errors,1.0016
aerials_won,-0.1453
aerials_lost,-1.0544
ball_recoveries,1.0376
pens_conceded,-0.3182
fouls,-0.6614
cards_yellow_red,-0.1906
