position,LB
minutes,3326.0
passes_completed,0.1288
passes,0.3148
dribbles_completed,0.1892
dribbles,0.3274
passes_completed_short,0.2858
passes_short,0.3066
passes_completed_medium,0.1076
passes_medium,0.2525
passes_completed_long,-0.1004
passes_long,0.3384
passes_total_distance,0.0978
passes_free_kicks,-0.3196
through_balls,-0.4404
passes_pressure,-0.0214
passes_switches,-0.2064
crosses,0.7835
corner_kicks,-0.5567
passes_intercepted,0.0452
passes_blocked,0.4652
dispossessed,-0.3125
goals,-0.4139
assists,-0.3374
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.8786
shots_on_target,-0.5646
sca,-0.6032
gca,-0.288
xg,-0.7745
crosses_into_penalty_area,0.585
passes_into_final_third,0.0984
passes_into_penalty_area,-0.2076
progressive_passes,0.0055
carry_progressive_distance,0.7585
assisted_shots,-0.6184
fouled,-0.0202
pens_won,-0.2937
tackles,0.9456
interceptions,-0.4493
blocks,0.5415
tackles_won,0.3404
dribble_tackles,0.5686
dribbles_vs,-0.1591
pressures,-0.6528
pressure_regains,-0.3901
clearances,1.3636
errors,0.1916
aerials_won,-0.2112
aerials_lost,-0.7093
ball_recoveries,-0.05
pens_conceded,-0.3183
fouls,-1.2122
cards_yellow_red,-0.1907
