position,LW
minutes,-0.6889
passes_completed,-0.6879
passes,-0.7806
dribbles_completed,2.5824
dribbles,2.6913
passes_completed_short,-0.5314
passes_short,-0.4781
passes_completed_medium,-0.5471
passes_medium,-0.6427
passes_completed_long,-0.7448
passes_long,-1.0919
passes_total_distance,-0.7471
passes_free_kicks,-0.8062
through_balls,-0.632
passes_pressure,-0.9703
passes_switches,-0.2206
crosses,0.0695
corner_kicks,-0.5565
passes_intercepted,-1.0008
passes_blocked,1.3342
dispossessed,1.2724
goals,0.3229
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,3.1005
shots_on_target,2.105
sca,1.5803
gca,0.615
xg,1.8646
crosses_into_penalty_area,-0.8504
passes_into_final_third,-0.9543
passes_into_penalty_area,-0.165
progressive_passes,-0.8872
carry_progressive_distance,2.1596
assisted_shots,-0.0837
fouled,0.0625
pens_won,-0.2935
tackles,-1.1037
interceptions,-1.6369
blocks,-2.0631
tackles_won,-1.1969
dribble_tackles,0.0135
dribbles_vs,-0.6835
pressures,-1.0829
pressure_regains,-1.5745
clearances,-0.7952
errors,-0.3758
aerials_won,-0.5853
aerials_lost,-0.1888
ball_recoveries,-1.293
pens_conceded,-0.3182
fouls,0.9136
cards_yellow_red,-0.1906
