position,RW
minutes,-0.7505
passes_completed,-1.1617
passes,-0.8533
dribbles_completed,-0.7369
dribbles,0.285
passes_completed_short,-0.7466
passes_short,-0.5762
passes_completed_medium,-1.2685
passes_medium,-1.0825
passes_completed_long,-0.7089
passes_long,-0.1458
passes_total_distance,-1.0955
passes_free_kicks,0.3299
through_balls,-0.632
passes_pressure,-0.2352
passes_switches,1.0596
crosses,0.3761
corner_kicks,1.8356
passes_intercepted,-1.8569
passes_blocked,1.145
dispossessed,0.1412
goals,0.5893
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,1.0841
shots_on_target,0.0946
sca,-0.5631
gca,0.0093
xg,0.9198
crosses_into_penalty_area,0.7702
passes_into_final_third,-1.2047
passes_into_penalty_area,0.1257
progressive_passes,-1.3235
carry_progressive_distance,-0.7816
assisted_shots,-0.079
fouled,-0.1172
pens_won,-0.2935
tackles,-0.0703
interceptions,-0.6788
blocks,1.9712
tackles_won,-0.2332
dribble_tackles,-0.224
dribbles_vs,-0.8944
pressures,0.0249
pressure_regains,1.3168
clearances,-0.4633
errors,-0.3758
aerials_won,-0.445
aerials_lost,1.053
ball_recoveries,-0.6198
pens_conceded,-0.3182
fouls,-0.1889
cards_yellow_red,-0.1906
