position,GK
minutes,2.0567
passes_completed,0.6136
passes,0.8646
dribbles_completed,-0.6606
dribbles,-0.6502
passes_completed_short,-0.5001
passes_short,-0.5559
passes_completed_medium,0.8542
passes_medium,0.6487
passes_completed_long,2.3988
passes_long,3.2737
passes_total_distance,1.456
passes_free_kicks,3.1649
through_balls,-0.5
passes_pressure,0.0541
passes_switches,0.2228
crosses,-0.6066
corner_kicks,-0.3242
passes_intercepted,-0.3368
passes_blocked,-0.6225
dispossessed,-0.7273
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.6611
shots_on_target,-0.5775
sca,-0.62
gca,-0.4198
xg,-0.5088
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.4557
passes_into_penalty_area,-0.6203
progressive_passes,-0.772
carry_progressive_distance,0.1307
assisted_shots,-0.6747
fouled,-0.6437
pens_won,-0.3681
tackles,-0.8512
interceptions,-0.8029
blocks,-0.8928
tackles_won,-0.8371
dribble_tackles,-0.8012
dribbles_vs,-0.7153
pressures,-0.8872
pressure_regains,-0.8852
clearances,-0.5694
errors,3.3832
aerials_won,-0.6772
aerials_lost,-0.7402
ball_recoveries,0.5308
pens_conceded,2.0027
fouls,-0.8108
cards_yellow_red,-0.3235
