position,LW
passes_completed,-0.4496
passes,-0.253
dribbles_completed,0.6573
dribbles,0.9216
passes_completed_short,0.2308
passes_short,0.2563
passes_completed_medium,-0.8481
passes_medium,-0.5563
passes_completed_long,-0.6806
passes_long,-0.4111
passes_total_distance,-0.6991
passes_free_kicks,0.2491
through_balls,-0.632
passes_pressure,0.2229
passes_switches,0.2207
crosses,-0.2472
corner_kicks,2.3059
passes_intercepted,-0.8472
passes_blocked,0.0219
dispossessed,2.2419
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,1.8492
shots_on_target,2.1393
sca,1.6409
gca,-0.0517
xg,1.121
crosses_into_penalty_area,-0.8504
passes_into_final_third,-0.7018
passes_into_penalty_area,-0.6337
progressive_passes,0.0131
carry_progressive_distance,-0.0816
assisted_shots,1.389
fouled,-0.2097
pens_won,-0.2935
tackles,-1.7134
interceptions,-0.7361
blocks,-0.3187
tackles_won,-1.8356
dribble_tackles,-0.8669
dribbles_vs,-0.9588
pressures,0.3363
pressure_regains,2.4786
clearances,-0.7557
errors,-0.3758
aerials_won,-0.92
aerials_lost,-0.8797
ball_recoveries,-0.7595
pens_conceded,-0.3182
fouls,-2.044
cards_yellow_red,-0.1906
