position,LB
passes_completed,1.2106
passes,1.21
dribbles_completed,0.9563
dribbles,1.0436
passes_completed_short,2.0431
passes_short,1.9942
passes_completed_medium,0.665
passes_medium,0.7096
passes_completed_long,-0.4218
passes_long,-0.4552
passes_total_distance,0.6069
passes_free_kicks,-0.1272
through_balls,-0.2609
passes_pressure,0.6836
passes_switches,-0.0738
crosses,0.9373
corner_kicks,-0.4451
passes_intercepted,1.1471
passes_blocked,1.5444
dispossessed,0.5379
goals,-0.0146
assists,-0.002
pens_made,-0.2739
pens_att,-0.3089
shots_total,0.0211
shots_on_target,-0.0051
sca,0.6504
gca,0.239
xg,-0.2292
crosses_into_penalty_area,0.8343
passes_into_final_third,0.1208
passes_into_penalty_area,0.7222
progressive_passes,0.7735
carry_progressive_distance,2.5118
assisted_shots,0.3465
fouled,1.6882
pens_won,0.6401
tackles,0.6407
interceptions,1.2842
blocks,0.3562
tackles_won,0.544
dribble_tackles,1.4436
dribbles_vs,0.6222
pressures,0.0445
pressure_regains,0.3707
clearances,-0.1716
errors,0.9392
aerials_won,-0.1397
aerials_lost,-0.7501
ball_recoveries,0.1145
pens_conceded,0.0347
fouls,-0.1682
cards_yellow_red,-0.2618
