position,AM
minutes,914.0
passes_completed,0.3719
passes,0.8908
dribbles_completed,-0.0485
dribbles,0.0668
passes_completed_short,0.8664
passes_short,1.5305
passes_completed_medium,0.0268
passes_medium,0.1971
passes_completed_long,-0.2567
passes_long,0.1922
passes_total_distance,0.0484
passes_free_kicks,-0.0925
through_balls,1.4614
passes_pressure,1.0476
passes_switches,-0.34
crosses,0.8945
corner_kicks,-0.3697
passes_intercepted,2.9896
passes_blocked,2.7344
dispossessed,0.0338
goals,0.4047
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,1.68
shots_on_target,1.1434
sca,0.7172
gca,-0.5722
xg,0.4531
crosses_into_penalty_area,0.5424
passes_into_final_third,0.9085
passes_into_penalty_area,1.7721
progressive_passes,1.8548
carry_progressive_distance,0.004
assisted_shots,0.8672
fouled,0.3304
pens_won,-0.2937
tackles,0.7116
interceptions,-1.2258
blocks,-0.9581
tackles_won,1.0911
dribble_tackles,0.909
dribbles_vs,0.3429
pressures,0.0152
pressure_regains,1.2422
clearances,-0.1854
errors,-0.376
aerials_won,-0.2452
aerials_lost,-0.6116
ball_recoveries,0.7724
pens_conceded,-0.3183
fouls,-0.6096
cards_yellow_red,-0.1907
