position,DM
passes_completed,0.496
passes,0.404
dribbles_completed,-0.1802
dribbles,-0.3532
passes_completed_short,0.0434
passes_short,-0.0429
passes_completed_medium,0.6035
passes_medium,0.6077
passes_completed_long,0.7826
passes_long,0.5487
passes_total_distance,0.7152
passes_free_kicks,0.6453
through_balls,0.7334
passes_pressure,0.8105
passes_switches,1.2196
crosses,-0.7118
corner_kicks,0.236
passes_intercepted,0.4009
passes_blocked,-0.5522
dispossessed,-0.5423
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,0.1567
shots_on_target,-0.0841
sca,-0.4279
gca,-0.7242
xg,-0.4294
crosses_into_penalty_area,-0.6233
passes_into_final_third,1.2081
passes_into_penalty_area,-0.0019
progressive_passes,0.9882
carry_progressive_distance,-0.5561
assisted_shots,-0.3806
fouled,-0.7973
pens_won,-0.2935
tackles,0.844
interceptions,-0.2941
blocks,0.3753
tackles_won,1.0841
dribble_tackles,0.6034
dribbles_vs,0.4442
pressures,0.8205
pressure_regains,0.8158
clearances,0.957
errors,-0.3758
aerials_won,0.7377
aerials_lost,1.008
ball_recoveries,1.6274
pens_conceded,-0.3182
fouls,1.388
cards_yellow_red,-0.1906
