position,CB
minutes,3683.0
passes_completed,-0.1008
passes,-0.3173
dribbles_completed,-1.0
dribbles,-1.0023
passes_completed_short,-1.5709
passes_short,-1.7964
passes_completed_medium,0.4591
passes_medium,0.1891
passes_completed_long,1.7634
passes_long,1.4882
passes_total_distance,0.703
passes_free_kicks,1.4865
through_balls,-0.459
passes_pressure,-1.0253
passes_switches,0.8825
crosses,-1.1359
corner_kicks,-0.5567
passes_intercepted,-1.6287
passes_blocked,-0.9379
dispossessed,-1.1384
goals,-0.4439
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-1.0519
shots_on_target,-0.8493
sca,-1.4208
gca,-0.6842
xg,-0.7331
crosses_into_penalty_area,-0.8508
passes_into_final_third,-0.653
passes_into_penalty_area,-1.2698
progressive_passes,-1.1972
carry_progressive_distance,-0.4324
assisted_shots,-1.2904
fouled,-0.2788
pens_won,-0.2937
tackles,-0.2048
interceptions,-0.1557
blocks,0.2227
tackles_won,-0.127
dribble_tackles,0.5683
dribbles_vs,-0.3062
pressures,-1.1599
pressure_regains,-0.7612
clearances,2.2219
errors,0.6491
aerials_won,0.314
aerials_lost,0.5003
ball_recoveries,-0.4831
pens_conceded,1.0224
fouls,-0.3826
cards_yellow_red,-0.1907
