position,WB
passes_completed,0.4552
passes,0.6751
dribbles_completed,-0.2536
dribbles,-0.0486
passes_completed_short,0.5777
passes_short,0.5184
passes_completed_medium,0.3604
passes_medium,0.5727
passes_completed_long,-0.0588
passes_long,0.2197
passes_total_distance,0.2926
passes_free_kicks,0.1424
through_balls,-0.49
passes_pressure,0.3263
passes_switches,0.7152
crosses,2.5537
corner_kicks,-0.3725
passes_intercepted,0.3901
passes_blocked,1.5991
dispossessed,-0.052
goals,-0.7415
assists,0.7152
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.4595
shots_on_target,-0.5518
sca,0.2171
gca,0.2561
xg,-0.7442
crosses_into_penalty_area,2.6791
passes_into_final_third,0.3284
passes_into_penalty_area,1.2324
progressive_passes,0.6618
carry_progressive_distance,0.5323
assisted_shots,0.5182
fouled,0.2244
pens_won,0.3976
tackles,1.2329
interceptions,-0.1497
blocks,1.1219
tackles_won,0.5181
dribble_tackles,0.6095
dribbles_vs,0.7272
pressures,0.2529
pressure_regains,0.3833
clearances,0.3134
errors,-0.5457
aerials_won,0.2032
aerials_lost,-0.1658
ball_recoveries,0.1067
pens_conceded,-0.4415
fouls,0.5377
cards_yellow_red,-0.2618
