position,DM
minutes,3260.0
passes_completed,1.6405
passes,1.4017
dribbles_completed,0.6442
dribbles,0.2288
passes_completed_short,2.0923
passes_short,2.0451
passes_completed_medium,1.5022
passes_medium,1.3897
passes_completed_long,-0.3106
passes_long,-0.5792
passes_total_distance,1.0638
passes_free_kicks,-0.1099
through_balls,-0.4365
passes_pressure,1.1256
passes_switches,-0.685
crosses,-0.9538
corner_kicks,-0.5567
passes_intercepted,0.3426
passes_blocked,-0.5354
dispossessed,0.1473
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.0238
shots_on_target,-0.4876
sca,0.0007
gca,-0.1506
xg,-0.5539
crosses_into_penalty_area,-0.5578
passes_into_final_third,1.2164
passes_into_penalty_area,-0.7467
progressive_passes,0.826
carry_progressive_distance,0.6474
assisted_shots,-0.4837
fouled,0.349
pens_won,-0.2937
tackles,1.7236
interceptions,2.4036
blocks,1.1209
tackles_won,1.8812
dribble_tackles,1.2672
dribbles_vs,1.9227
pressures,0.4769
pressure_regains,0.7842
clearances,-0.3173
errors,-0.376
aerials_won,0.28
aerials_lost,-0.5246
ball_recoveries,1.2757
pens_conceded,-0.3183
fouls,1.1298
cards_yellow_red,0.9759
