position,WB
minutes,1.5899
passes_completed,1.4668
passes,1.3765
dribbles_completed,-0.4592
dribbles,-0.4066
passes_completed_short,0.8579
passes_short,0.8
passes_completed_medium,1.6919
passes_medium,1.6421
passes_completed_long,1.8354
passes_long,1.4312
passes_total_distance,1.6365
passes_free_kicks,0.6198
through_balls,-0.5
passes_pressure,0.716
passes_switches,1.2079
crosses,-0.3334
corner_kicks,-0.3242
passes_intercepted,0.3781
passes_blocked,0.2745
dispossessed,-0.1023
goals,-0.2085
assists,-0.3472
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.2691
shots_on_target,-0.4229
sca,-0.3588
gca,-0.4198
xg,-0.2628
crosses_into_penalty_area,0.0066
passes_into_final_third,0.5402
passes_into_penalty_area,-0.224
progressive_passes,0.4141
carry_progressive_distance,0.9898
assisted_shots,-0.3718
fouled,0.7531
pens_won,-0.3681
tackles,1.8222
interceptions,1.619
blocks,1.958
tackles_won,1.3989
dribble_tackles,2.3538
dribbles_vs,1.8403
pressures,0.599
pressure_regains,0.8615
clearances,3.209
errors,4.1665
aerials_won,1.95
aerials_lost,1.6923
ball_recoveries,1.9579
pens_conceded,2.0027
fouls,1.5008
cards_yellow_red,4.8159
